Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role
Spendesk,Europe,Paris / remote,careers@spendesk.com,company website,hr@spendesk.com,spendesk.com,https://spendesk.com/careers,
Stability AI,Europe,London / remote,careers@stability.ai,company website,"hr@stability.ai, partners@stability.ai",stability.ai,https://stability.ai/careers,
Starling Bank,Europe,London / remote,careers@starlingbank.com,company website,"hr@starlingbank.com, help@starlingbank.com, speaking.invitations@starlingbank.com, brandpartnerships@starlingbank.com, accounts@starlingbank.com",starlingbank.com,https://starlingbank.com/careers,
Strapi,Europe,Paris / remote,careers@strapi.io,company website,hr@strapi.io,strapi.io,https://strapi.io/careers,
Supermetrics,Europe,Helsinki / remote,careers@supermetrics.com,company website,hr@supermetrics.com,supermetrics.com,https://supermetrics.com/careers,
Swan,Europe,Paris / remote,careers@swan.io,company website,"hr@swan.io, requisition@swan.io",swan.io,https://swan.io/careers,
Teamwork,Europe,Cork / remote,careers@teamwork.com,company website,"hr@teamwork.com, jobs@teamwork.com",teamwork.com,https://teamwork.com/careers,
Thought Machine,Europe,London / remote,careers@thoughtmachine.net,company website,hr@thoughtmachine.net,thoughtmachine.net,https://thoughtmachine.net/careers,
Tide,Europe,London / remote,careers@tide.co,company website,"hr@tide.co, hello@tide.co, complaints@tide.co",tide.co,https://tide.co/careers,
Toggl,Europe,Tallinn / remote,careers@toggl.com,company website,hr@toggl.com,toggl.com,https://toggl.com/careers,
TomTom,Europe,Amsterdam / remote,careers@tomtom.com,company website,"hr@tomtom.com, productsafetyquestions@tomtom.com",tomtom.com,https://tomtom.com/careers,
Too Good To Go,Europe,Copenhagen / remote,careers@toogoodtogo.com,company website,hr@toogoodtogo.com,toogoodtogo.com,https://toogoodtogo.com/careers,
Typeform,Europe,Barcelona / remote,careers@typeform.com,company website,"hr@typeform.com, email@typeform.com",typeform.com,https://typeform.com/careers,
Vivaldi,Europe,Oslo / remote,careers@vivaldi.com,company website,"hr@vivaldi.com, team_vivaldi@vivaldi.com",vivaldi.com,https://vivaldi.com/careers,
Wefox,Europe,Berlin / remote,careers@wefox.com,company website,"hr@wefox.com, feedback@wefox.com",wefox.com,https://wefox.com/careers,
Wise,Europe,London / remote,careers@wise.com,company website,"hr@wise.com, ouvidoria@wise.com, u003eouvidoria@wise.com",wise.com,https://wise.com/careers,
Xeneta,Europe,Oslo / remote,careers@xeneta.com,company website,"hr@xeneta.com, info@xeneta.com, talent@xeneta.com",xeneta.com,https://xeneta.com/careers,
6sense,Remote,USA,jobs@6sense.com,job posting,,,https://jobicy.com/jobs/147747-senior-software-engineer,Senior Software Engineer
Apollo.io,Remote,Worldwide remote,careers@apollo.io,company website,hr@apollo.io,apollo.io,https://apollo.io/careers,
Azumo,Remote,Buenos Aires,people@azumo.co,job posting,,,https://weworkremotely.com/remote-jobs/azumo-technical-leader-latin-america,Technical Leader - Latin America
BambooHR,Remote,Worldwide remote,careers@bamboohr.com,company website,hr@bamboohr.com,bamboohr.com,https://bamboohr.com/careers,
Basecamp,Remote,Worldwide remote,careers@basecamp.com,company website,"hr@basecamp.com, jason@basecamp.com",basecamp.com,https://basecamp.com/careers,
BrowserStack,Remote,Worldwide remote,careers@browserstack.com,company website,hr@browserstack.com,browserstack.com,https://browserstack.com/careers,
Caylent,Remote,Canada,hr@caylent.com,job posting,talent@caylent.com,,https://jobicy.com/jobs/149035-customer-solutions-architect-amazon-connect,"Customer Solutions Architect, Amazon Connect"
Chargebee,Remote,Worldwide remote,careers@chargebee.com,company website,hr@chargebee.com,chargebee.com,https://chargebee.com/careers,
Clay,Remote,Worldwide remote,careers@clay.com,company website,hr@clay.com,clay.com,https://clay.com/careers,
Clerk,Remote,Worldwide remote,careers@clerk.com,company website,hr@clerk.com,clerk.com,https://clerk.com/careers,
Coursera,Remote,USA,recruiting@coursera.org,job posting,,,https://jobicy.com/jobs/147697-senior-seo-manager-2,Senior SEO Manager
Cresta,Remote,Canada,recruiting@cresta.ai,job posting,,,https://jobicy.com/jobs/146081-senior-software-engineer-backend-platform-team,"Senior Software Engineer, Backend - Platform Team"
Deepgram,Remote,APAC,careers@deepgram.com,job posting,,,https://jobicy.com/jobs/150352-senior-pre-sales-engineer-singapore,Senior Pre-Sales Engineer (Singapore)
Fly.io,Remote,Worldwide remote,careers@fly.io,company website,hr@fly.io,fly.io,https://fly.io/careers,
Freshworks,Remote,Worldwide remote,careers@freshworks.com,company website,hr@freshworks.com,freshworks.com,https://freshworks.com/careers,
Linear,Remote,Worldwide remote,careers@linear.app,company website,hr@linear.app,linear.app,https://linear.app/careers,
Mitre Media,Remote,"USA, Canada, USA timezones",jobs@mitremedia.com,job posting,,,https://remotive.com/remote-jobs/software-development/tech-lead-full-stack-rails-engineer-2069746,Tech Lead Full-Stack Rails Engineer
Pair Team,Remote,USA,recruiting@pairteam.com,job posting,,,https://jobicy.com/jobs/146199-senior-security-engineer,Senior Security Engineer
PointClickCare,Remote,Canada,recruitment@pointclickcare.com,job posting,,,https://jobicy.com/jobs/149241-canada-sr-application-engineer-salesforce-agentforce-ai,Canada- Sr Application Engineer (Salesforce-Agentforce Ai)
Postman,Remote,Worldwide remote,careers@postman.com,company website,"hr@postman.com, info@postman.com, info-jp@postman.com, u003einfo@postman.com, u003einfo-jp@postman.com",postman.com,https://postman.com/careers,
Render,Remote,Worldwide remote,careers@render.com,company website,hr@render.com,render.com,https://render.com/careers,
Resend,Remote,Worldwide remote,careers@resend.com,company website,"hr@resend.com, security@resend.com",resend.com,https://resend.com/careers,
Rippling,Remote,Worldwide remote,careers@rippling.com,company website,"hr@rippling.com, globalnotices@rippling.com",rippling.com,https://rippling.com/careers,
Supabase,Remote,Worldwide remote,careers@supabase.com,company website,"hr@supabase.com, abuse@supabase.com, security@supabase.com, help-events@supabase.com",supabase.com,https://supabase.com/careers,
WorkOS,Remote,Worldwide remote,careers@workos.com,company website,"hr@workos.com, hello@workos.com",workos.com,https://workos.com/careers,
