Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role
Lightricks,MENA,Jerusalem / remote,careers@lightricks.com,guessed pattern (verify before sending),hr@lightricks.com,lightricks.com,https://lightricks.com/careers,
MaxAB,MENA,Cairo,careers@maxab.io,company website,"hr@maxab.io, info@maxab.io",maxab.io,https://maxab.io/careers,
Melio,MENA,Tel Aviv / remote,careers@meliopayments.com,guessed pattern (verify before sending),hr@meliopayments.com,meliopayments.com,https://meliopayments.com/careers,
Monday.com,MENA,Tel Aviv / remote,careers@monday.com,company website,"hr@monday.com, accessibility@monday.com",monday.com,https://monday.com/careers,
Ooredoo,MENA,Doha,careers@ooredoo.com,guessed pattern (verify before sending),hr@ooredoo.com,ooredoo.com,https://ooredoo.com/careers,
Paymob,MENA,Cairo,careers@paymob.com,guessed pattern (verify before sending),hr@paymob.com,paymob.com,https://paymob.com/careers,
Qatar Airways IT,MENA,Doha,careers@qatarairways.com,guessed pattern (verify before sending),hr@qatarairways.com,qatarairways.com,https://qatarairways.com/careers,
Qlub,MENA,Dubai,careers@qlub.io,company website,"info-xx@qlub.io, info@qlub.io, info-sa@qlub.io, info-kw@qlub.io, info-qa@qlub.io, info-au@qlub.io, info-sg@qlub.io, info-my@qlub.io, info-hk@qlub.io, info-kr@qlub.io, info-br@qlub.io, info-us@qlub.io, info.bh@qlub.io, info.eg@qlub.io, info.jo@qlub.io, hr@qlub.io",qlub.io,https://qlub.io/careers,
Riskified,MENA,Tel Aviv / remote,careers@riskified.com,guessed pattern (verify before sending),hr@riskified.com,riskified.com,https://riskified.com/careers,
Salla,MENA,Riyadh,careers@salla.sa,guessed pattern (verify before sending),hr@salla.sa,salla.sa,https://salla.sa/careers,
Sarwa,MENA,Dubai,careers@sarwa.co,guessed pattern (verify before sending),hr@sarwa.co,sarwa.co,https://sarwa.co/careers,
Similarweb,MENA,Tel Aviv / remote,careers@similarweb.com,guessed pattern (verify before sending),hr@similarweb.com,similarweb.com,https://similarweb.com/careers,
STC,MENA,Riyadh,careers@stc.com.sa,guessed pattern (verify before sending),hr@stc.com.sa,stc.com.sa,https://stc.com.sa/careers,
Swvl,MENA,Cairo / Dubai,careers@swvl.com,guessed pattern (verify before sending),hr@swvl.com,swvl.com,https://swvl.com/careers,
Talabat,MENA,Dubai,careers@talabat.com,guessed pattern (verify before sending),hr@talabat.com,talabat.com,https://talabat.com/careers,
Tamara,MENA,Riyadh,careers@tamara.co,guessed pattern (verify before sending),hr@tamara.co,tamara.co,https://tamara.co/careers,
Tipalti,MENA,Tel Aviv / remote,careers@tipalti.com,company website,"contact@tipalti.com, hr@tipalti.com",tipalti.com,https://tipalti.com/careers,
Vezeeta,MENA,Cairo,careers@vezeeta.com,guessed pattern (verify before sending),hr@vezeeta.com,vezeeta.com,https://vezeeta.com/careers,
Wio Bank,MENA,Abu Dhabi,careers@wio.io,guessed pattern (verify before sending),hr@wio.io,wio.io,https://wio.io/careers,
Wix,MENA,Tel Aviv / remote,careers@wix.com,guessed pattern (verify before sending),hr@wix.com,wix.com,https://wix.com/careers,
Zid,MENA,Riyadh,careers@zid.sa,guessed pattern (verify before sending),hr@zid.sa,zid.sa,https://zid.sa/careers,
Advance.AI,Singapore,Singapore / remote,careers@advance.ai,company website,"help@advance.ai, hr@advance.ai",advance.ai,https://advance.ai/careers,
Aspire,Singapore,Singapore / remote,careers@aspireapp.com,company website,"singapore-dpo@aspireapp.com, hr@aspireapp.com",aspireapp.com,https://aspireapp.com/careers,
Carousell,Singapore,Singapore / remote,careers@carousell.com,guessed pattern (verify before sending),hr@carousell.com,carousell.com,https://carousell.com/careers,
Carro,Singapore,Singapore,careers@carro.co,guessed pattern (verify before sending),hr@carro.co,carro.co,https://carro.co/careers,
Circles.Life,Singapore,Singapore / remote,careers@circles.life,guessed pattern (verify before sending),hr@circles.life,circles.life,https://circles.life/careers,
Coda Payments,Singapore,Singapore,careers@codapayments.com,guessed pattern (verify before sending),hr@codapayments.com,codapayments.com,https://codapayments.com/careers,
Endowus,Singapore,Singapore,careers@endowus.com,guessed pattern (verify before sending),hr@endowus.com,endowus.com,https://endowus.com/careers,
Fazz,Singapore,Singapore / remote,careers@fazz.com,guessed pattern (verify before sending),hr@fazz.com,fazz.com,https://fazz.com/careers,
FinAccel,Singapore,Singapore / remote,careers@finaccel.com,guessed pattern (verify before sending),hr@finaccel.com,finaccel.com,https://finaccel.com/careers,
Foodpanda APAC,Singapore,Singapore / remote,careers@foodpanda.com,guessed pattern (verify before sending),hr@foodpanda.com,foodpanda.com,https://foodpanda.com/careers,
Funding Societies,Singapore,Singapore / remote,careers@fundingsocieties.com,guessed pattern (verify before sending),hr@fundingsocieties.com,fundingsocieties.com,https://fundingsocieties.com/careers,
Glints,Singapore,Singapore / remote,careers@glints.com,guessed pattern (verify before sending),hr@glints.com,glints.com,https://glints.com/careers,
Grab,Singapore,Singapore / remote,careers@grab.com,guessed pattern (verify before sending),hr@grab.com,grab.com,https://grab.com/careers,
Hubble.sg,Singapore,Singapore / remote,careers@hubble.sg,guessed pattern (verify before sending),hr@hubble.sg,hubble.sg,https://hubble.sg/careers,
Lazada,Singapore,Singapore / remote,careers@lazada.com,company website,"lazada-tech-infra@lazada.com, hr@lazada.com",lazada.com,https://lazada.com/careers,
MatchMove,Singapore,Singapore / remote,careers@matchmove.com,guessed pattern (verify before sending),hr@matchmove.com,matchmove.com,https://matchmove.com/careers,
Ninja Van,Singapore,Singapore / remote,careers@ninjavan.co,company website,"shippercare_sg@ninjavan.co, sg-coe-comms@ninjavan.co, hr@ninjavan.co",ninjavan.co,https://ninjavan.co/careers,
Nium,Singapore,Singapore / remote,careers@nium.com,company website,"ir@nium.com, hr@nium.com",nium.com,https://nium.com/careers,
Oddle,Singapore,Singapore / remote,careers@oddle.me,guessed pattern (verify before sending),hr@oddle.me,oddle.me,https://oddle.me/careers,
Paktor,Singapore,Singapore,careers@paktor.com,guessed pattern (verify before sending),hr@paktor.com,paktor.com,https://paktor.com/careers,
PatSnap,Singapore,Singapore,careers@patsnap.com,guessed pattern (verify before sending),hr@patsnap.com,patsnap.com,https://patsnap.com/careers,
PropertyGuru,Singapore,Singapore / remote,careers@propertyguru.com,guessed pattern (verify before sending),hr@propertyguru.com,propertyguru.com,https://propertyguru.com/careers,
Razer,Singapore,Singapore / remote,razerstore.lv@razer.com,company website,"razerstore.sf@razer.com, razerstore.sea@razer.com, razerstore.atx@razer.com, test_razerstore@razer.com, razerstore.pnj@razer.com, razerstore.sd@razer.com, razerstore.la@razer.com, razerstore.miami@razer.com, razerstore.kop@razer.com, razerstore.ny@razer.com, razerstore.orlando@razer.com, razerstore.sj@razer.com",razer.com,https://razer.com/careers,
Sea Group,Singapore,Singapore,careers@sea.com,company website,"ir@sea.com, partnership@sea.com, hr@sea.com",sea.com,https://sea.com/careers,
Secretlab,Singapore,Singapore / remote,u003e@secretlab.co,company website,,secretlab.co,https://secretlab.co/careers,
ShopBack,Singapore,Singapore / remote,careers@shopback.com,guessed pattern (verify before sending),hr@shopback.com,shopback.com,https://shopback.com/careers,
Shopee,Singapore,Singapore / remote,careers@shopee.com,guessed pattern (verify before sending),hr@shopee.com,shopee.com,https://shopee.com/careers,
Sleek,Singapore,Singapore / remote,careers@sleek.com,guessed pattern (verify before sending),hr@sleek.com,sleek.com,https://sleek.com/careers,
StraitsX,Singapore,Singapore / remote,careers@straitsx.com,guessed pattern (verify before sending),hr@straitsx.com,straitsx.com,https://straitsx.com/careers,
Tech in Asia,Singapore,Singapore / remote,careers@techinasia.com,guessed pattern (verify before sending),hr@techinasia.com,techinasia.com,https://techinasia.com/careers,
Validus,Singapore,Singapore / remote,careers@validus.sg,guessed pattern (verify before sending),hr@validus.sg,validus.sg,https://validus.sg/careers,
Zalora,Singapore,Singapore / remote,careers@zalora.com,guessed pattern (verify before sending),hr@zalora.com,zalora.com,https://zalora.com/careers,
AirAsia Digital,Malaysia,Kuala Lumpur / remote,careers@airasia.com,guessed pattern (verify before sending),hr@airasia.com,airasia.com,https://airasia.com/careers,
BigPay,Malaysia,Kuala Lumpur / remote,careers@bigpayme.com,company website,hr@bigpayme.com,bigpayme.com,https://bigpayme.com/careers,
Boost,Malaysia,Kuala Lumpur,careers@myboost.com.my,guessed pattern (verify before sending),hr@myboost.com.my,myboost.com.my,https://myboost.com.my/careers,
Carsome,Malaysia,Kuala Lumpur / remote,careers@carsome.my,guessed pattern (verify before sending),hr@carsome.my,carsome.my,https://carsome.my/careers,
EasyStore,Malaysia,Kuala Lumpur / remote,careers@easystore.co,guessed pattern (verify before sending),hr@easystore.co,easystore.co,https://easystore.co/careers,
Fave,Malaysia,Kuala Lumpur / remote,careers@myfave.com,guessed pattern (verify before sending),hr@myfave.com,myfave.com,https://myfave.com/careers,
GXBank,Malaysia,Kuala Lumpur,careers@gxbank.my,guessed pattern (verify before sending),hr@gxbank.my,gxbank.my,https://gxbank.my/careers,
iPay88,Malaysia,Kuala Lumpur,careers@ipay88.com,guessed pattern (verify before sending),hr@ipay88.com,ipay88.com,https://ipay88.com/careers,
iPrice Group,Malaysia,Kuala Lumpur / remote,careers@ipricegroup.com,guessed pattern (verify before sending),hr@ipricegroup.com,ipricegroup.com,https://ipricegroup.com/careers,
JobStreet / SEEK Asia,Malaysia,Kuala Lumpur / remote,careers@jobstreet.com,guessed pattern (verify before sending),hr@jobstreet.com,jobstreet.com,https://jobstreet.com/careers,
Lazada MY,Malaysia,Kuala Lumpur / remote,careers@lazada.com.my,guessed pattern (verify before sending),hr@lazada.com.my,lazada.com.my,https://lazada.com.my/careers,
MoneyLion Malaysia,Malaysia,Kuala Lumpur / remote,careers@moneylion.com,company website,"customercare@moneylion.com, -customercare@moneylion.com, hr@moneylion.com",moneylion.com,https://moneylion.com/careers,
Mudah,Malaysia,Kuala Lumpur,careers@mudah.my,guessed pattern (verify before sending),hr@mudah.my,mudah.my,https://mudah.my/careers,
PitchIN,Malaysia,Kuala Lumpur,careers@pitchin.my,guessed pattern (verify before sending),hr@pitchin.my,pitchin.my,https://pitchin.my/careers,
PolicyStreet,Malaysia,Kuala Lumpur / remote,careers@policystreet.com,guessed pattern (verify before sending),hr@policystreet.com,policystreet.com,https://policystreet.com/careers,
Shopee MY,Malaysia,Kuala Lumpur / remote,careers@shopee.com.my,guessed pattern (verify before sending),hr@shopee.com.my,shopee.com.my,https://shopee.com.my/careers,
StoreHub,Malaysia,Kuala Lumpur / remote,careers@storehub.com,guessed pattern (verify before sending),hr@storehub.com,storehub.com,https://storehub.com/careers,
Teleport,Malaysia,Kuala Lumpur / remote,careers@teleport.asia,guessed pattern (verify before sending),hr@teleport.asia,teleport.asia,https://teleport.asia/careers,
Touch 'n Go Digital,Malaysia,Kuala Lumpur,careers@tngdigital.com.my,guessed pattern (verify before sending),hr@tngdigital.com.my,tngdigital.com.my,https://tngdigital.com.my/careers,
Adevinta,Europe,Barcelona / remote,careers@adevinta.com,company website,"contact@adevinta.com, hr@adevinta.com",adevinta.com,https://adevinta.com/careers,
Adyen,Europe,Amsterdam / remote,careers@adyen.com,guessed pattern (verify before sending),hr@adyen.com,adyen.com,https://adyen.com/careers,
Aircall,Europe,Paris / remote,careers@aircall.io,company website,hr@aircall.io,aircall.io,https://aircall.io/careers,
Aiven,Europe,Helsinki / remote,careers@aiven.io,company website,"hr@aiven.io, recruitment@aiven.io",aiven.io,https://aiven.io/careers,
Ajax Systems,Europe,Kyiv / remote,careers@ajax.systems,company website,hr@ajax.systems,ajax.systems,https://ajax.systems/careers,
Alan,Europe,Paris / remote,careers@alan.com,company website,"hr@alan.com, contact@alan.com",alan.com,https://alan.com/careers,
Aleph Alpha,Europe,Heidelberg / remote,careers@aleph-alpha.com,guessed pattern (verify before sending),hr@aleph-alpha.com,aleph-alpha.com,https://aleph-alpha.com/careers,
Algolia,Europe,Paris / remote,careers@algolia.com,company website,"partners@algolia.com, billing@algolia.com, hr@algolia.com",algolia.com,https://algolia.com/careers,
Attio,Europe,London / remote,careers@attio.com,guessed pattern (verify before sending),hr@attio.com,attio.com,https://attio.com/careers,
AUTO1,Europe,Berlin / remote,careers@auto1-group.com,company website,"info@auto1-group.com, hr@auto1-group.com, ir@auto1-group.com, hr-be@auto1.com, hr-see@auto1.com, hr-dk@auto1.com, talentacquisition_hq@auto1.com, recruitment-nl@auto1.com",auto1-group.com,https://auto1-group.com/careers,
Back Market,Europe,Paris / remote,careers@backmarket.com,guessed pattern (verify before sending),hr@backmarket.com,backmarket.com,https://backmarket.com/careers,
Backbase,Europe,Amsterdam / remote,careers@backbase.com,guessed pattern (verify before sending),hr@backbase.com,backbase.com,https://backbase.com/careers,
Badi,Europe,Barcelona / remote,careers@badi.com,guessed pattern (verify before sending),hr@badi.com,badi.com,https://badi.com/careers,
Bending Spoons,Europe,Milan / remote,careers@bendingspoons.com,guessed pattern (verify before sending),hr@bendingspoons.com,bendingspoons.com,https://bendingspoons.com/careers,
Bird,Europe,Amsterdam / remote,careers@bird.com,company website,hr@bird.com,bird.com,https://bird.com/careers,
Bitdefender,Europe,Bucharest / remote,careers@bitdefender.com,guessed pattern (verify before sending),hr@bitdefender.com,bitdefender.com,https://bitdefender.com/careers,
Bitpanda,Europe,Vienna / remote,careers@bitpanda.com,guessed pattern (verify before sending),hr@bitpanda.com,bitpanda.com,https://bitpanda.com/careers,
Bitstamp,Europe,Luxembourg / remote,careers@bitstamp.net,guessed pattern (verify before sending),hr@bitstamp.net,bitstamp.net,https://bitstamp.net/careers,
Bizum,Europe,Madrid / remote,careers@bizum.es,guessed pattern (verify before sending),hr@bizum.es,bizum.es,https://bizum.es/careers,
BlaBlaCar,Europe,Paris / remote,careers@blablacar.com,guessed pattern (verify before sending),hr@blablacar.com,blablacar.com,https://blablacar.com/careers,
Bol.com,Europe,Utrecht / remote,careers@bol.com,guessed pattern (verify before sending),hr@bol.com,bol.com,https://bol.com/careers,
Bolt,Europe,Tallinn / remote,careers@bolt.eu,guessed pattern (verify before sending),hr@bolt.eu,bolt.eu,https://bolt.eu/careers,
Booking.com,Europe,Amsterdam / remote,careers@booking.com,guessed pattern (verify before sending),hr@booking.com,booking.com,https://booking.com/careers,
Bunny.net,Europe,Slovenia / remote,careers@bunny.net,company website,"hello@bunny.net, hr@bunny.net",bunny.net,https://bunny.net/careers,
Bunq,Europe,Amsterdam / remote,careers@bunq.com,company website,hr@bunq.com,bunq.com,https://bunq.com/careers,
Buzzoole,Europe,Naples / remote,careers@buzzoole.com,guessed pattern (verify before sending),hr@buzzoole.com,buzzoole.com,https://buzzoole.com/careers,
Cabify,Europe,Madrid / remote,careers@cabify.com,guessed pattern (verify before sending),hr@cabify.com,cabify.com,https://cabify.com/careers,
Cal.com,Europe,Europe / remote,careers@cal.com,company website,hr@cal.com,cal.com,https://cal.com/careers,
Capchase,Europe,Madrid / remote,careers@capchase.com,guessed pattern (verify before sending),hr@capchase.com,capchase.com,https://capchase.com/careers,
Casavo,Europe,Milan / remote,u003eassistenza@casavo.com,company website,"u003eaide@casavo.com, dpo@casavo.com, gdpr@casavo.com, u003edpo@casavo.com, assistenza@casavo.com, aide@casavo.com",casavo.com,https://casavo.com/careers,
Celonis,Europe,Munich / remote,careers@celonis.com,company website,"info@celonis.com, hr@celonis.com",celonis.com,https://celonis.com/careers,
Clarity AI,Europe,Madrid / remote,careers@clarity.ai,guessed pattern (verify before sending),hr@clarity.ai,clarity.ai,https://clarity.ai/careers,
Cleo,Europe,London / remote,careers@meetcleo.com,guessed pattern (verify before sending),hr@meetcleo.com,meetcleo.com,https://meetcleo.com/careers,
Cognite,Europe,Oslo / remote,careers@cognite.com,guessed pattern (verify before sending),hr@cognite.com,cognite.com,https://cognite.com/careers,
Conio,Europe,Milan / remote,careers@conio.com,guessed pattern (verify before sending),hr@conio.com,conio.com,https://conio.com/careers,
Contentful,Europe,Berlin / remote,careers@contentful.com,guessed pattern (verify before sending),hr@contentful.com,contentful.com,https://contentful.com/careers,
Contents.com,Europe,Milan / remote,careers@contents.com,guessed pattern (verify before sending),hr@contents.com,contents.com,https://contents.com/careers,
Contentsquare,Europe,Paris / remote,careers@contentsquare.com,company website,"people.ops@contentsquare.com, hr@contentsquare.com, contact-fr@contentsquare.com, contact-uk@contentsquare.com, contact-us@contentsquare.com, contact-ita@contentsquare.com",contentsquare.com,https://contentsquare.com/careers,
Coolblue,Europe,Rotterdam / remote,careers@coolblue.nl,guessed pattern (verify before sending),hr@coolblue.nl,coolblue.nl,https://coolblue.nl/careers,
Cortilia,Europe,Milan / remote,aiuto@cortilia.it,company website,,cortilia.it,https://cortilia.it/careers,
CoverManager,Europe,Seville / remote,hospitality@covermanager.com,company website,"contacto@covermanager.com, hospitality.latam@covermanager.com",covermanager.com,https://covermanager.com/careers,
Criteo,Europe,Paris / remote,careers@criteo.com,guessed pattern (verify before sending),hr@criteo.com,criteo.com,https://criteo.com/careers,
CrowdStrike,Europe,"Germany,  Ireland,  Israel,  Romania,  UK",recruiting@crowdstrike.com,job posting,,,https://jobicy.com/jobs/145057-sr-security-researcher-ii-remote-deu,"Sr. Security Researcher II (Remote, DEU)"
Curve,Europe,London / remote,careers@curve.com,guessed pattern (verify before sending),hr@curve.com,curve.com,https://curve.com/careers,
Darktrace,Europe,Cambridge / remote,careers@darktrace.com,company website,hr@darktrace.com,darktrace.com,https://darktrace.com/careers,
Dashlane,Europe,Paris / remote,careers@dashlane.com,guessed pattern (verify before sending),hr@dashlane.com,dashlane.com,https://dashlane.com/careers,
Dataiku,Europe,Paris / remote,careers@dataiku.com,guessed pattern (verify before sending),hr@dataiku.com,dataiku.com,https://dataiku.com/careers,
DeepL,Europe,Cologne / remote,careers@deepl.com,company website,"block@deepl.com, u003eblock@deepl.com, hr@deepl.com",deepl.com,https://deepl.com/careers,
deepset,Europe,Berlin / remote,careers@deepset.ai,guessed pattern (verify before sending),hr@deepset.ai,deepset.ai,https://deepset.ai/careers,
Deezer,Europe,Paris / remote,careers@deezer.com,guessed pattern (verify before sending),hr@deezer.com,deezer.com,https://deezer.com/careers,
Deliveroo,Europe,London / remote,careers@deliveroo.com,guessed pattern (verify before sending),hr@deliveroo.com,deliveroo.com,https://deliveroo.com/careers,
Doctolib,Europe,Paris / remote,careers@doctolib.com,guessed pattern (verify before sending),hr@doctolib.com,doctolib.com,https://doctolib.com/careers,
Doctrine,Europe,Paris / remote,careers@doctrine.fr,guessed pattern (verify before sending),hr@doctrine.fr,doctrine.fr,https://doctrine.fr/careers,
Doist,Europe,Europe / remote,careers@doist.com,company website,hr@doist.com,doist.com,https://doist.com/careers,
DoveVado / Moovit IT,Europe,Italy / remote,careers@moovit.com,guessed pattern (verify before sending),hr@moovit.com,moovit.com,https://moovit.com/careers,
Dynatrace,Europe,Linz / remote,careers@dynatrace.com,company website,"emeainfo@dynatrace.com, research@dynatrace.com, office.brno@dynatrace.com, dt-egypt-partner@dynatrace.com, pauli.karkkainen@dynatrace.com, dt-greece-partner@dynatrace.com, office.tel-aviv@dynatrace.com, gdn.office@dynatrace.com, meinfo@dynatrace.com, dt-south-africa-partner@dynatrace.com, bcn.office@dynatrace.com, dt-turkey-partner@dynatrace.com, india.contact@dynatrace.com, japan.info@dynatrace.com, korea.info@dynatrace.com, hr@dynatrace.com",dynatrace.com,https://dynatrace.com/careers,
Ecosia,Europe,Berlin / remote,careers@ecosia.org,guessed pattern (verify before sending),hr@ecosia.org,ecosia.org,https://ecosia.org/careers,
Element,Europe,London / remote,careers@element.io,guessed pattern (verify before sending),hr@element.io,element.io,https://element.io/careers,
ElevenLabs,Europe,London / remote,careers@elevenlabs.io,guessed pattern (verify before sending),hr@elevenlabs.io,elevenlabs.io,https://elevenlabs.io/careers,
eMAG,Europe,Bucharest / remote,careers@emag.ro,guessed pattern (verify before sending),hr@emag.ro,emag.ro,https://emag.ro/careers,
Epidemic Sound,Europe,Stockholm / remote,careers@epidemicsound.com,guessed pattern (verify before sending),hr@epidemicsound.com,epidemicsound.com,https://epidemicsound.com/careers,
eToro,Europe,London / remote,careers@etoro.com,guessed pattern (verify before sending),hr@etoro.com,etoro.com,https://etoro.com/careers,
Everli,Europe,Milan / remote,careers@everli.com,guessed pattern (verify before sending),hr@everli.com,everli.com,https://everli.com/careers,
Exoscale,Europe,Lausanne / remote,careers@exoscale.com,company website,hr@exoscale.com,exoscale.com,https://exoscale.com/careers,
Facile.it,Europe,Milan / remote,careers@facile.it,guessed pattern (verify before sending),hr@facile.it,facile.it,https://facile.it/careers,
Factorial,Europe,Barcelona / remote,careers@factorialhr.com,guessed pattern (verify before sending),hr@factorialhr.com,factorialhr.com,https://factorialhr.com/careers,
Faculty,Europe,London / remote,careers@faculty.ai,company website,hr@faculty.ai,faculty.ai,https://faculty.ai/careers,
Farfetch,Europe,Porto / remote,careers@farfetch.com,guessed pattern (verify before sending),hr@farfetch.com,farfetch.com,https://farfetch.com/careers,
Featurespace,Europe,Cambridge / remote,careers@featurespace.com,guessed pattern (verify before sending),hr@featurespace.com,featurespace.com,https://featurespace.com/careers,
Feedzai,Europe,Lisbon / remote,careers@feedzai.com,guessed pattern (verify before sending),hr@feedzai.com,feedzai.com,https://feedzai.com/careers,
Fenergo,Europe,Dublin / remote,careers@fenergo.com,company website,"hello@fenergo.com, partners@fenergo.com, hr@fenergo.com",fenergo.com,https://fenergo.com/careers,
Fever,Europe,Madrid / remote,careers@feverup.com,guessed pattern (verify before sending),hr@feverup.com,feverup.com,https://feverup.com/careers,
Fiscozen,Europe,Milan / remote,careers@fiscozen.it,guessed pattern (verify before sending),hr@fiscozen.it,fiscozen.it,https://fiscozen.it/careers,
Flipdish,Europe,Dublin / remote,careers@flipdish.com,guessed pattern (verify before sending),hr@flipdish.com,flipdish.com,https://flipdish.com/careers,
Flix,Europe,Munich / remote,careers@flix.com,guessed pattern (verify before sending),hr@flix.com,flix.com,https://flix.com/careers,
FlixBus,Europe,Munich / remote,careers@flixbus.com,guessed pattern (verify before sending),hr@flixbus.com,flixbus.com,https://flixbus.com/careers,
Framer,Europe,Amsterdam / remote,careers@framer.com,company website,"abuse@framer.com, hr@framer.com",framer.com,https://framer.com/careers,
Front,Europe,Paris / remote,careers@front.com,guessed pattern (verify before sending),hr@front.com,front.com,https://front.com/careers,
Genially,Europe,Cordoba / remote,careers@genial.ly,guessed pattern (verify before sending),hr@genial.ly,genial.ly,https://genial.ly/careers,
GetYourGuide,Europe,Berlin / remote,careers@getyourguide.com,guessed pattern (verify before sending),hr@getyourguide.com,getyourguide.com,https://getyourguide.com/careers,
Ghost,Europe,Singapore / remote,careers@ghost.org,company website,hr@ghost.org,ghost.org,https://ghost.org/careers,
GitBook,Europe,Europe / remote,careers@gitbook.com,company website,hr@gitbook.com,gitbook.com,https://gitbook.com/careers,
Gitpod,Europe,Europe / remote,careers@gitpod.io,company website,"contact@gitpod.io, hr@gitpod.io",gitpod.io,https://gitpod.io/careers,
Glovo,Europe,Barcelona / remote,careers@glovoapp.com,guessed pattern (verify before sending),hr@glovoapp.com,glovoapp.com,https://glovoapp.com/careers,
GoCardless,Europe,London / remote,careers@gocardless.com,company website,hr@gocardless.com,gocardless.com,https://gocardless.com/careers,
Gorgias,Europe,Paris / remote,careers@gorgias.com,guessed pattern (verify before sending),hr@gorgias.com,gorgias.com,https://gorgias.com/careers,
Grafana Labs,Europe,Europe / remote,careers@grafana.com,company website,"info@grafana.com, partners@grafana.com, hr@grafana.com",grafana.com,https://grafana.com/careers,
Grammarly,Europe,Kyiv / remote,careers@grammarly.com,guessed pattern (verify before sending),hr@grammarly.com,grammarly.com,https://grammarly.com/careers,
Habitissimo,Europe,Palma / remote,soporte@habitissimo.com,company website,,habitissimo.com,https://habitissimo.com/careers,
Helbiz,Europe,Milan / remote,careers@helbiz.com,guessed pattern (verify before sending),hr@helbiz.com,helbiz.com,https://helbiz.com/careers,
HelloFresh,Europe,Berlin / remote,careers@hellofresh.com,guessed pattern (verify before sending),hr@hellofresh.com,hellofresh.com,https://hellofresh.com/careers,
Hellofresh,Europe,"Warszawa, Masovian Voivodeship, Poland",careers@careers.hellofresh.com,guessed pattern (verify before sending),"hr@careers.hellofresh.com, jobs@careers.hellofresh.com, talent@careers.hellofresh.com, recruiting@careers.hellofresh.com",careers.hellofresh.com,https://careers.hellofresh.com/global/en/job/8028077?gh_jid=8028077,Senior Backend Engineer - Python and/or Go
Hetzner,Europe,Germany / remote,careers@hetzner.com,company website,"info@hetzner.com, tco@hetzner.com, dsa-authorities@hetzner.com, hr@hetzner.com",hetzner.com,https://hetzner.com/careers,
HiBob,Europe,London / remote,careers@hibob.com,guessed pattern (verify before sending),hr@hibob.com,hibob.com,https://hibob.com/careers,
Holded,Europe,Barcelona / remote,careers@holded.com,guessed pattern (verify before sending),hr@holded.com,holded.com,https://holded.com/careers,
Hopin,Europe,London / remote,careers@hopin.com,guessed pattern (verify before sending),hr@hopin.com,hopin.com,https://hopin.com/careers,
Hotjar,Europe,Malta / remote,careers@hotjar.com,guessed pattern (verify before sending),hr@hotjar.com,hotjar.com,https://hotjar.com/careers,
ICEYE,Europe,Helsinki / remote,careers@iceye.com,guessed pattern (verify before sending),hr@iceye.com,iceye.com,https://iceye.com/careers,
Idealista,Europe,Madrid / remote,careers@idealista.com,guessed pattern (verify before sending),hr@idealista.com,idealista.com,https://idealista.com/careers,
Intercom,Europe,Dublin / remote,careers@intercom.com,company website,hr@intercom.com,intercom.com,https://intercom.com/careers,
Ironhack,Europe,Madrid / Barcelona / remote,careers@ironhack.com,guessed pattern (verify before sending),hr@ironhack.com,ironhack.com,https://ironhack.com/careers,
JetBrains,Europe,Prague / remote,careers@jetbrains.com,guessed pattern (verify before sending),hr@jetbrains.com,jetbrains.com,https://jetbrains.com/careers,
Jobandtalent,Europe,Madrid / remote,careers@jobandtalent.com,company website,"info.de@jobandtalent.com, hr@jobandtalent.com",jobandtalent.com,https://jobandtalent.com/careers,
Just Eat Takeaway,Europe,London / Amsterdam / remote,careers@justeattakeaway.com,guessed pattern (verify before sending),hr@justeattakeaway.com,justeattakeaway.com,https://justeattakeaway.com/careers,
Kahoot,Europe,Oslo / remote,careers@kahoot.com,guessed pattern (verify before sending),hr@kahoot.com,kahoot.com,https://kahoot.com/careers,
King,Europe,Stockholm / remote,careers@king.com,company website,"de.help@king.com, hr@king.com",king.com,https://king.com/careers,
Klarna,Europe,Stockholm / remote,careers@klarna.com,guessed pattern (verify before sending),hr@klarna.com,klarna.com,https://klarna.com/careers,
Kry,Europe,Stockholm / remote,careers@kry.se,guessed pattern (verify before sending),hr@kry.se,kry.se,https://kry.se/careers,
Lago,Europe,Paris / remote,careers@getlago.com,guessed pattern (verify before sending),hr@getlago.com,getlago.com,https://getlago.com/careers,
Langfuse,Europe,Berlin / remote,careers@langfuse.com,company website,"contact@langfuse.com, hr@langfuse.com",langfuse.com,https://langfuse.com/careers,
Leapsome,Europe,Berlin / remote,careers@leapsome.com,company website,hr@leapsome.com,leapsome.com,https://leapsome.com/careers,
Ledger,Europe,Paris / remote,careers@ledger.com,guessed pattern (verify before sending),hr@ledger.com,ledger.com,https://ledger.com/careers,
Lemlist,Europe,Paris / remote,careers@lemlist.com,guessed pattern (verify before sending),hr@lemlist.com,lemlist.com,https://lemlist.com/careers,
Lunar,Europe,Copenhagen / remote,careers@lunar.app,guessed pattern (verify before sending),hr@lunar.app,lunar.app,https://lunar.app/careers,
Lydia,Europe,Paris / remote,careers@lydia-app.com,guessed pattern (verify before sending),hr@lydia-app.com,lydia-app.com,https://lydia-app.com/careers,
ManoMano,Europe,Paris / remote,careers@manomano.com,guessed pattern (verify before sending),hr@manomano.com,manomano.com,https://manomano.com/careers,
