Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role
El Grocer,UAE,Dubai,careers@elgrocer.com,guessed pattern (verify before sending),hr@elgrocer.com,elgrocer.com,https://elgrocer.com/careers,
Emitac,UAE,Dubai,careers@emitac.ae,guessed pattern (verify before sending),hr@emitac.ae,emitac.ae,https://emitac.ae/careers,
G42,UAE,Abu Dhabi / remote,careers@g42.ai,company website,"hr@g42.ai, contact@g42.ai",g42.ai,https://g42.ai/careers,
Intertec Systems,UAE,Dubai,careers@intertec.co,guessed pattern (verify before sending),hr@intertec.co,intertec.co,https://intertec.co/careers,
Jawaker,UAE,Dubai / remote,careers@jawaker.com,guessed pattern (verify before sending),hr@jawaker.com,jawaker.com,https://jawaker.com/careers,
Kibsons,UAE,Dubai,careers@kibsons.com,guessed pattern (verify before sending),hr@kibsons.com,kibsons.com,https://kibsons.com/careers,
Magnati,UAE,Abu Dhabi,careers@magnati.com,guessed pattern (verify before sending),hr@magnati.com,magnati.com,https://magnati.com/careers,
Magnitt,UAE,Dubai / remote,careers@magnitt.com,company website,"hr@magnitt.com, info@magnitt.com",magnitt.com,https://magnitt.com/careers,
MBC Group / Shahid,UAE,Dubai,careers@mbc.net,company website,"hr@mbc.net, care@mbc.net, contact@mbc.net, investor.relations@mbc.net",mbc.net,https://mbc.net/careers,
Mumzworld,UAE,Dubai,careers@mumzworld.com,guessed pattern (verify before sending),hr@mumzworld.com,mumzworld.com,https://mumzworld.com/careers,
Namshi,UAE,Dubai,careers@namshi.com,guessed pattern (verify before sending),hr@namshi.com,namshi.com,https://namshi.com/careers,
Network International,UAE,Dubai,careers@network.global,guessed pattern (verify before sending),hr@network.global,network.global,https://network.global/careers,
Now Money,UAE,Dubai / remote,careers@nowmoney.me,company website,"hr@nowmoney.me, pr@nowmoney.me, recruitment@nowmoney.me",nowmoney.me,https://nowmoney.me/careers,
NymCard,UAE,Abu Dhabi / remote,careers@nymcard.com,guessed pattern (verify before sending),hr@nymcard.com,nymcard.com,https://nymcard.com/careers,
PayBy,UAE,Dubai / remote,careers@payby.com,guessed pattern (verify before sending),hr@payby.com,payby.com,https://payby.com/careers,
Postpay,UAE,Dubai / remote,careers@postpay.io,guessed pattern (verify before sending),hr@postpay.io,postpay.io,https://postpay.io/careers,
Presight,UAE,Abu Dhabi / remote,careers@presight.ai,guessed pattern (verify before sending),hr@presight.ai,presight.ai,https://presight.ai/careers,
Pure Harvest,UAE,Abu Dhabi,careers@pureharvest.ae,guessed pattern (verify before sending),hr@pureharvest.ae,pureharvest.ae,https://pureharvest.ae/careers,
Qashio,UAE,Dubai / remote,careers@qashio.com,company website,hr@qashio.com,qashio.com,https://qashio.com/careers,
RemotePass,UAE,Dubai / remote,careers@remotepass.com,guessed pattern (verify before sending),hr@remotepass.com,remotepass.com,https://remotepass.com/careers,
Shipa,UAE,Dubai,careers@shipa.com,guessed pattern (verify before sending),hr@shipa.com,shipa.com,https://shipa.com/careers,
Silal,UAE,Abu Dhabi / remote,careers@silal.ae,guessed pattern (verify before sending),hr@silal.ae,silal.ae,https://silal.ae/careers,
SmartCrowd,UAE,Dubai,careers@smartcrowd.ae,guessed pattern (verify before sending),hr@smartcrowd.ae,smartcrowd.ae,https://smartcrowd.ae/careers,
Starzplay,UAE,Dubai / remote,careers@starzplay.com,guessed pattern (verify before sending),hr@starzplay.com,starzplay.com,https://starzplay.com/careers,
Tajawal,UAE,Dubai / remote,careers@tajawal.com,guessed pattern (verify before sending),hr@tajawal.com,tajawal.com,https://tajawal.com/careers,
Telr,UAE,Dubai / remote,careers@telr.com,company website,"hr@telr.com, partner@telr.com",telr.com,https://telr.com/careers,
Trukker,UAE,Dubai / remote,careers@trukker.com,company website,"hr@trukker.com, career@trukker.com",trukker.com,https://trukker.com/careers,
Wahed,UAE,Dubai / remote,careers@wahed.com,guessed pattern (verify before sending),hr@wahed.com,wahed.com,https://wahed.com/careers,
YAP,UAE,Dubai / remote,careers@yap.com,guessed pattern (verify before sending),hr@yap.com,yap.com,https://yap.com/careers,
Yellow Door Energy,UAE,Dubai,careers@yellowdoorenergy.com,guessed pattern (verify before sending),hr@yellowdoorenergy.com,yellowdoorenergy.com,https://yellowdoorenergy.com/careers,
Almosafer,KSA,Riyadh / remote,careers@almosafer.com,company website,"hr@almosafer.com, u003ecareers@almosafer.com",almosafer.com,https://almosafer.com/careers,
Elm,KSA,Riyadh / remote,careers@elm.sa,guessed pattern (verify before sending),hr@elm.sa,elm.sa,https://elm.sa/careers,
Flynas Digital,KSA,Riyadh,careers@flynas.com,guessed pattern (verify before sending),hr@flynas.com,flynas.com,https://flynas.com/careers,
Hala,KSA,Riyadh / remote,careers@halacards.com,company website,"hr@halacards.com, salam@halacards.com",halacards.com,https://halacards.com/careers,
Lucidya,KSA,Riyadh / remote,careers@lucidya.com,company website,"hr@lucidya.com, adedic@lucidya.com, ai-report@lucidya.com",lucidya.com,https://lucidya.com/careers,
Mobily,KSA,Riyadh,careers@mobily.com.sa,guessed pattern (verify before sending),hr@mobily.com.sa,mobily.com.sa,https://mobily.com.sa/careers,
Mostaql,KSA,Riyadh / remote,careers@mostaql.com,guessed pattern (verify before sending),hr@mostaql.com,mostaql.com,https://mostaql.com/careers,
Moyasar,KSA,Riyadh / remote,careers@moyasar.com,guessed pattern (verify before sending),hr@moyasar.com,moyasar.com,https://moyasar.com/careers,
Mrsool,KSA,Riyadh / remote,careers@mrsool.co,guessed pattern (verify before sending),hr@mrsool.co,mrsool.co,https://mrsool.co/careers,
Nana,KSA,Riyadh / remote,careers@nana.sa,company website,hr@nana.sa,nana.sa,https://nana.sa/careers,
Nearpay,KSA,Riyadh / remote,careers@nearpay.io,guessed pattern (verify before sending),hr@nearpay.io,nearpay.io,https://nearpay.io/careers,
NEOM,KSA,NEOM / remote,careers@neom.com,guessed pattern (verify before sending),hr@neom.com,neom.com,https://neom.com/careers,
Ninja KSA,KSA,Riyadh,careers@ninja.sa,guessed pattern (verify before sending),hr@ninja.sa,ninja.sa,https://ninja.sa/careers,
Qiddiya,KSA,Riyadh,careers@qiddiya.com,guessed pattern (verify before sending),hr@qiddiya.com,qiddiya.com,https://qiddiya.com/careers,
QnE,KSA,Riyadh,careers@qne.com.sa,company website,"hr@qne.com.sa, info@qne.com.sa",qne.com.sa,https://qne.com.sa/careers,
Red Sea Global,KSA,Jeddah / remote,careers@redseaglobal.com,guessed pattern (verify before sending),hr@redseaglobal.com,redseaglobal.com,https://redseaglobal.com/careers,
Sary,KSA,Riyadh / remote,careers@sary.com,guessed pattern (verify before sending),hr@sary.com,sary.com,https://sary.com/careers,
Saudi Aramco Digital,KSA,Dhahran,careers@aramco.com,guessed pattern (verify before sending),hr@aramco.com,aramco.com,https://aramco.com/careers,
Saudi Payments / mada,KSA,Riyadh,careers@saudipayments.com,guessed pattern (verify before sending),hr@saudipayments.com,saudipayments.com,https://saudipayments.com/careers,
SDAIA,KSA,Riyadh,careers@sdaia.gov.sa,guessed pattern (verify before sending),hr@sdaia.gov.sa,sdaia.gov.sa,https://sdaia.gov.sa/careers,
Seera,KSA,Riyadh,careers@seera.sa,company website,"hr@seera.sa, investors@seera.sa",seera.sa,https://seera.sa/careers,
Solutions by stc,KSA,Riyadh,careers@solutions.com.sa,guessed pattern (verify before sending),hr@solutions.com.sa,solutions.com.sa,https://solutions.com.sa/careers,
Soum,KSA,Riyadh / remote,careers@soum.sa,guessed pattern (verify before sending),hr@soum.sa,soum.sa,https://soum.sa/careers,
stc pay,KSA,Riyadh,careers@stcpay.com.sa,guessed pattern (verify before sending),hr@stcpay.com.sa,stcpay.com.sa,https://stcpay.com.sa/careers,
Tamkeen Technologies,KSA,Riyadh,careers@tamkeentech.sa,company website,"hr@tamkeentech.sa, info@tamkeentech.sa",tamkeentech.sa,https://tamkeentech.sa/careers,
The Chefz,KSA,Riyadh,careers@thechefz.co,guessed pattern (verify before sending),hr@thechefz.co,thechefz.co,https://thechefz.co/careers,
ToYou,KSA,Riyadh,careers@toyou.io,guessed pattern (verify before sending),hr@toyou.io,toyou.io,https://toyou.io/careers,
Zain KSA,KSA,Riyadh,careers@sa.zain.com,guessed pattern (verify before sending),hr@sa.zain.com,sa.zain.com,https://sa.zain.com/careers,
Bosta,Egypt,Cairo / remote,careers@bosta.co,guessed pattern (verify before sending),hr@bosta.co,bosta.co,https://bosta.co/careers,
Breadfast,Egypt,Cairo / remote,careers@breadfast.com,company website,"hr@breadfast.com, inquiries@breadfast.com",breadfast.com,https://breadfast.com/careers,
Cequens,Egypt,Cairo / remote,careers@cequens.com,company website,"hr@cequens.com, hello@cequens.com",cequens.com,https://cequens.com/careers,
DSquares,Egypt,Cairo / remote,careers@dsquares.com,guessed pattern (verify before sending),hr@dsquares.com,dsquares.com,https://dsquares.com/careers,
Elmenus,Egypt,Cairo,careers@elmenus.com,company website,"hr@elmenus.com, guest@elmenus.com",elmenus.com,https://elmenus.com/careers,
Flat6Labs,Egypt,Cairo / remote,careers@flat6labs.com,company website,hr@flat6labs.com,flat6labs.com,https://flat6labs.com/careers,
Giza Systems,Egypt,Cairo,careers@gizasystems.com,guessed pattern (verify before sending),hr@gizasystems.com,gizasystems.com,https://gizasystems.com/careers,
Halan / MNT-Halan,Egypt,Cairo,careers@halan.com,company website,"hr@halan.com, info@halan.com",halan.com,https://halan.com/careers,
Incorta,Egypt,Cairo / remote,careers@incorta.com,company website,"hr@incorta.com, info@incorta.com",incorta.com,https://incorta.com/careers,
Instant,Egypt,Cairo,careers@instant.com,guessed pattern (verify before sending),hr@instant.com,instant.com,https://instant.com/careers,
ITWorx,Egypt,Cairo / remote,careers@itworx.com,guessed pattern (verify before sending),hr@itworx.com,itworx.com,https://itworx.com/careers,
Khazna,Egypt,Cairo / remote,careers@khazna.app,guessed pattern (verify before sending),hr@khazna.app,khazna.app,https://khazna.app/careers,
Link Development,Egypt,Cairo / remote,careers@linkdev.com,guessed pattern (verify before sending),hr@linkdev.com,linkdev.com,https://linkdev.com/careers,
Money Fellows,Egypt,Cairo / remote,careers@moneyfellows.com,guessed pattern (verify before sending),hr@moneyfellows.com,moneyfellows.com,https://moneyfellows.com/careers,
Paymob Accept,Egypt,Cairo / remote,careers@accept.paymob.com,guessed pattern (verify before sending),hr@accept.paymob.com,accept.paymob.com,https://accept.paymob.com/careers,
Rabbit Mart,Egypt,Cairo,careers@rabbitmart.com,guessed pattern (verify before sending),hr@rabbitmart.com,rabbitmart.com,https://rabbitmart.com/careers,
Raya,Egypt,Cairo,careers@rayacorp.com,company website,"hr@rayacorp.com, info@rayacorp.com, fmcg@rayacorp.com, rayait_info@rayacorp.com",rayacorp.com,https://rayacorp.com/careers,
Synapse Analytics,Egypt,Cairo / remote,careers@synapse-analytics.io,guessed pattern (verify before sending),hr@synapse-analytics.io,synapse-analytics.io,https://synapse-analytics.io/careers,
Telda,Egypt,Cairo / remote,careers@telda.app,guessed pattern (verify before sending),hr@telda.app,telda.app,https://telda.app/careers,
Trella,Egypt,Cairo / remote,careers@trella.app,guessed pattern (verify before sending),hr@trella.app,trella.app,https://trella.app/careers,
Valeo Egypt,Egypt,Cairo / remote,careers@valeo.com,guessed pattern (verify before sending),hr@valeo.com,valeo.com,https://valeo.com/careers,
Valify,Egypt,Cairo / remote,careers@valify.me,company website,"hr@valify.me, info@valify.me",valify.me,https://valify.me/careers,
Vodafone Egypt,Egypt,Cairo,careers@vodafone.com.eg,guessed pattern (verify before sending),hr@vodafone.com.eg,vodafone.com.eg,https://vodafone.com.eg/careers,
Abwaab,Jordan,Amman / remote,careers@abwaab.com,guessed pattern (verify before sending),hr@abwaab.com,abwaab.com,https://abwaab.com/careers,
ArabiaWeather,Jordan,Amman,careers@arabiaweather.com,company website,"hr@arabiaweather.com, helpdesk@arabiaweather.com, advertising@arabiaweather.com, stations@arabiaweather.com",arabiaweather.com,https://arabiaweather.com/careers,
Estarta,Jordan,Amman,careers@estarta.com,company website,"hr@estarta.com, info@estarta.com",estarta.com,https://estarta.com/careers,
MadfooatCom,Jordan,Amman / remote,careers@madfooat.com,guessed pattern (verify before sending),hr@madfooat.com,madfooat.com,https://madfooat.com/careers,
Mawdoo3,Jordan,Amman / remote,careers@mawdoo3.com,guessed pattern (verify before sending),hr@mawdoo3.com,mawdoo3.com,https://mawdoo3.com/careers,
OpenSooq,Jordan,Amman / remote,careers@opensooq.com,guessed pattern (verify before sending),hr@opensooq.com,opensooq.com,https://opensooq.com/careers,
ProgressSoft,Jordan,Amman / remote,careers@progressoft.com,company website,"hr@progressoft.com, info@progressoft.com",progressoft.com,https://progressoft.com/careers,
ZenHR,Jordan,Amman / remote,careers@zenhr.com,guessed pattern (verify before sending),hr@zenhr.com,zenhr.com,https://zenhr.com/careers,
Murex,Lebanon,Beirut / remote,careers@murex.com,company website,"hr@murex.com, website@murex.com",murex.com,https://murex.com/careers,
Anghami,MENA,Beirut / Dubai,careers@anghami.com,guessed pattern (verify before sending),hr@anghami.com,anghami.com,https://anghami.com/careers,
AppsFlyer,MENA,Tel Aviv / remote,careers@appsflyer.com,company website,"hr@appsflyer.com, agency@appsflyer.com, globalops@appsflyer.com, partners@appsflyer.com, liron.or@appsflyer.com",appsflyer.com,https://appsflyer.com/careers,
Bayut,MENA,Dubai,careers@bayut.com,guessed pattern (verify before sending),hr@bayut.com,bayut.com,https://bayut.com/careers,
Bayzat,MENA,Dubai,careers@bayzat.com,company website,"hr@bayzat.com, recruitment@bayzat.com",bayzat.com,https://bayzat.com/careers,
Delivery Hero,MENA,Dubai / Berlin,careers@deliveryhero.com,known company contact,,deliveryhero.com,https://deliveryhero.com/careers,
Dubizzle Group,MENA,Dubai,careers@dubizzle.com,guessed pattern (verify before sending),hr@dubizzle.com,dubizzle.com,https://dubizzle.com/careers,
e& / Etisalat,MENA,Abu Dhabi,careers@eand.com,guessed pattern (verify before sending),hr@eand.com,eand.com,https://eand.com/careers,
Emirates Group IT,MENA,Dubai,careers@emirates.com,company website,"hr@emirates.com, pr@emirates.com, buerrek2@emirates.com, saorrek@emirates.com",emirates.com,https://emirates.com/careers,
Fawry,MENA,Cairo,careers@fawry.com,guessed pattern (verify before sending),hr@fawry.com,fawry.com,https://fawry.com/careers,
Fiverr,MENA,Tel Aviv / remote,careers@fiverr.com,guessed pattern (verify before sending),hr@fiverr.com,fiverr.com,https://fiverr.com/careers,
Folio3 UAE/PK,MENA,Dubai / Karachi,careers@folio3.ae,guessed pattern (verify before sending),hr@folio3.ae,folio3.ae,https://folio3.ae/careers,
Foodics,MENA,Riyadh,careers@foodics.com,company website,"hr@foodics.com, info@foodics.com",foodics.com,https://foodics.com/careers,
Fresha,MENA,Dubai / remote,careers@fresha.com,company website,"hr@fresha.com, jobs@fresha.com",fresha.com,https://fresha.com/careers,
Geidea,MENA,Riyadh,careers@geidea.net,guessed pattern (verify before sending),hr@geidea.net,geidea.net,https://geidea.net/careers,
HungerStation,MENA,Riyadh,careers@hungerstation.com,guessed pattern (verify before sending),hr@hungerstation.com,hungerstation.com,https://hungerstation.com/careers,
Huspy,MENA,Dubai,careers@huspy.com,company website,"hr@huspy.com, hi@huspy.com",huspy.com,https://huspy.com/careers,
HyperPay,MENA,Riyadh,careers@hyperpay.com,guessed pattern (verify before sending),hr@hyperpay.com,hyperpay.com,https://hyperpay.com/careers,
Instabug,MENA,Cairo / remote,careers@instabug.com,guessed pattern (verify before sending),hr@instabug.com,instabug.com,https://instabug.com/careers,
Jahez,MENA,Riyadh,careers@jahezgroup.com,guessed pattern (verify before sending),hr@jahezgroup.com,jahezgroup.com,https://jahezgroup.com/careers,
Kitopi,MENA,Dubai,careers@kitopi.com,company website,"hr@kitopi.com, info@kitopi.com, nouha@kitopi.com",kitopi.com,https://kitopi.com/careers,
Lean Technologies,MENA,Riyadh,careers@leantech.me,guessed pattern (verify before sending),hr@leantech.me,leantech.me,https://leantech.me/careers,
Lightricks,MENA,Jerusalem / remote,careers@lightricks.com,guessed pattern (verify before sending),hr@lightricks.com,lightricks.com,https://lightricks.com/careers,
MaxAB,MENA,Cairo,careers@maxab.io,company website,"hr@maxab.io, info@maxab.io",maxab.io,https://maxab.io/careers,
Melio,MENA,Tel Aviv / remote,careers@meliopayments.com,guessed pattern (verify before sending),hr@meliopayments.com,meliopayments.com,https://meliopayments.com/careers,
Monday.com,MENA,Tel Aviv / remote,careers@monday.com,company website,"hr@monday.com, accessibility@monday.com",monday.com,https://monday.com/careers,
Noon,MENA,Dubai / Riyadh,careers@noon.com,guessed pattern (verify before sending),hr@noon.com,noon.com,https://noon.com/careers,
Ooredoo,MENA,Doha,careers@ooredoo.com,guessed pattern (verify before sending),hr@ooredoo.com,ooredoo.com,https://ooredoo.com/careers,
Paymob,MENA,Cairo,careers@paymob.com,guessed pattern (verify before sending),hr@paymob.com,paymob.com,https://paymob.com/careers,
PayTabs,MENA,Riyadh / Bahrain,careers@paytabs.com,guessed pattern (verify before sending),hr@paytabs.com,paytabs.com,https://paytabs.com/careers,
Property Finder,MENA,Dubai,careers@propertyfinder.ae,guessed pattern (verify before sending),hr@propertyfinder.ae,propertyfinder.ae,https://propertyfinder.ae/careers,
Qatar Airways IT,MENA,Doha,careers@qatarairways.com,guessed pattern (verify before sending),hr@qatarairways.com,qatarairways.com,https://qatarairways.com/careers,
Qlub,MENA,Dubai,careers@qlub.io,company website,"hr@qlub.io, info-xx@qlub.io, info@qlub.io, info-sa@qlub.io, info-kw@qlub.io, info-qa@qlub.io, info-au@qlub.io, info-sg@qlub.io, info-my@qlub.io, info-hk@qlub.io, info-kr@qlub.io, info-br@qlub.io, info-us@qlub.io, info.bh@qlub.io, info.eg@qlub.io, info.jo@qlub.io",qlub.io,https://qlub.io/careers,
Riskified,MENA,Tel Aviv / remote,careers@riskified.com,guessed pattern (verify before sending),hr@riskified.com,riskified.com,https://riskified.com/careers,
Salla,MENA,Riyadh,careers@salla.sa,guessed pattern (verify before sending),hr@salla.sa,salla.sa,https://salla.sa/careers,
Sarwa,MENA,Dubai,careers@sarwa.co,guessed pattern (verify before sending),hr@sarwa.co,sarwa.co,https://sarwa.co/careers,
Similarweb,MENA,Tel Aviv / remote,careers@similarweb.com,guessed pattern (verify before sending),hr@similarweb.com,similarweb.com,https://similarweb.com/careers,
STC,MENA,Riyadh,careers@stc.com.sa,guessed pattern (verify before sending),hr@stc.com.sa,stc.com.sa,https://stc.com.sa/careers,
Swvl,MENA,Cairo / Dubai,careers@swvl.com,guessed pattern (verify before sending),hr@swvl.com,swvl.com,https://swvl.com/careers,
Tabby,MENA,Riyadh / Dubai,careers@tabby.ai,guessed pattern (verify before sending),hr@tabby.ai,tabby.ai,https://tabby.ai/careers,
Talabat,MENA,Dubai,careers@talabat.com,guessed pattern (verify before sending),hr@talabat.com,talabat.com,https://talabat.com/careers,
Tamara,MENA,Riyadh,careers@tamara.co,guessed pattern (verify before sending),hr@tamara.co,tamara.co,https://tamara.co/careers,
Tipalti,MENA,Tel Aviv / remote,careers@tipalti.com,company website,"hr@tipalti.com, contact@tipalti.com",tipalti.com,https://tipalti.com/careers,
Unifonic,MENA,Riyadh,careers@unifonic.com,guessed pattern (verify before sending),hr@unifonic.com,unifonic.com,https://unifonic.com/careers,
Vezeeta,MENA,Cairo,careers@vezeeta.com,guessed pattern (verify before sending),hr@vezeeta.com,vezeeta.com,https://vezeeta.com/careers,
Wio Bank,MENA,Abu Dhabi,careers@wio.io,guessed pattern (verify before sending),hr@wio.io,wio.io,https://wio.io/careers,
Wix,MENA,Tel Aviv / remote,careers@wix.com,guessed pattern (verify before sending),hr@wix.com,wix.com,https://wix.com/careers,
Zid,MENA,Riyadh,careers@zid.sa,guessed pattern (verify before sending),hr@zid.sa,zid.sa,https://zid.sa/careers,
Advance.AI,Singapore,Singapore / remote,careers@advance.ai,guessed pattern (verify before sending),hr@advance.ai,advance.ai,https://advance.ai/careers,
Aspire,Singapore,Singapore / remote,careers@aspireapp.com,company website,"hr@aspireapp.com, singapore-dpo@aspireapp.com",aspireapp.com,https://aspireapp.com/careers,
Carousell,Singapore,Singapore / remote,careers@carousell.com,guessed pattern (verify before sending),hr@carousell.com,carousell.com,https://carousell.com/careers,
Carro,Singapore,Singapore,careers@carro.co,guessed pattern (verify before sending),hr@carro.co,carro.co,https://carro.co/careers,
Circles.Life,Singapore,Singapore / remote,careers@circles.life,guessed pattern (verify before sending),hr@circles.life,circles.life,https://circles.life/careers,
Coda Payments,Singapore,Singapore,careers@codapayments.com,guessed pattern (verify before sending),hr@codapayments.com,codapayments.com,https://codapayments.com/careers,
Endowus,Singapore,Singapore,careers@endowus.com,guessed pattern (verify before sending),hr@endowus.com,endowus.com,https://endowus.com/careers,
FinAccel,Singapore,Singapore / remote,careers@finaccel.com,guessed pattern (verify before sending),hr@finaccel.com,finaccel.com,https://finaccel.com/careers,
Foodpanda APAC,Singapore,Singapore / remote,careers@foodpanda.com,guessed pattern (verify before sending),hr@foodpanda.com,foodpanda.com,https://foodpanda.com/careers,
Funding Societies,Singapore,Singapore / remote,careers@fundingsocieties.com,guessed pattern (verify before sending),hr@fundingsocieties.com,fundingsocieties.com,https://fundingsocieties.com/careers,
Grab,Singapore,Singapore / remote,careers@grab.com,guessed pattern (verify before sending),hr@grab.com,grab.com,https://grab.com/careers,
Lazada,Singapore,Singapore / remote,careers@lazada.com,guessed pattern (verify before sending),hr@lazada.com,lazada.com,https://lazada.com/careers,
Ninja Van,Singapore,Singapore / remote,careers@ninjavan.co,company website,"hr@ninjavan.co, shippercare_sg@ninjavan.co, sg-coe-comms@ninjavan.co",ninjavan.co,https://ninjavan.co/careers,
Nium,Singapore,Singapore / remote,careers@nium.com,company website,"hr@nium.com, ir@nium.com",nium.com,https://nium.com/careers,
Paktor,Singapore,Singapore,careers@paktor.com,guessed pattern (verify before sending),hr@paktor.com,paktor.com,https://paktor.com/careers,
PatSnap,Singapore,Singapore,careers@patsnap.com,guessed pattern (verify before sending),hr@patsnap.com,patsnap.com,https://patsnap.com/careers,
PropertyGuru,Singapore,Singapore / remote,careers@propertyguru.com,guessed pattern (verify before sending),hr@propertyguru.com,propertyguru.com,https://propertyguru.com/careers,
Sea Group,Singapore,Singapore,careers@sea.com,company website,"hr@sea.com, ir@sea.com, partnership@sea.com",sea.com,https://sea.com/careers,
ShopBack,Singapore,Singapore / remote,careers@shopback.com,guessed pattern (verify before sending),hr@shopback.com,shopback.com,https://shopback.com/careers,
Shopee,Singapore,Singapore / remote,careers@shopee.com,guessed pattern (verify before sending),hr@shopee.com,shopee.com,https://shopee.com/careers,
Sleek,Singapore,Singapore / remote,careers@sleek.com,guessed pattern (verify before sending),hr@sleek.com,sleek.com,https://sleek.com/careers,
StraitsX,Singapore,Singapore / remote,careers@straitsx.com,guessed pattern (verify before sending),hr@straitsx.com,straitsx.com,https://straitsx.com/careers,
Validus,Singapore,Singapore / remote,careers@validus.sg,guessed pattern (verify before sending),hr@validus.sg,validus.sg,https://validus.sg/careers,
Zalora,Singapore,Singapore / remote,careers@zalora.com,guessed pattern (verify before sending),hr@zalora.com,zalora.com,https://zalora.com/careers,
AirAsia Digital,Malaysia,Kuala Lumpur / remote,careers@airasia.com,guessed pattern (verify before sending),hr@airasia.com,airasia.com,https://airasia.com/careers,
BigPay,Malaysia,Kuala Lumpur / remote,careers@bigpayme.com,guessed pattern (verify before sending),hr@bigpayme.com,bigpayme.com,https://bigpayme.com/careers,
Boost,Malaysia,Kuala Lumpur,careers@myboost.com.my,guessed pattern (verify before sending),hr@myboost.com.my,myboost.com.my,https://myboost.com.my/careers,
Carsome,Malaysia,Kuala Lumpur / remote,careers@carsome.my,guessed pattern (verify before sending),hr@carsome.my,carsome.my,https://carsome.my/careers,
EasyStore,Malaysia,Kuala Lumpur / remote,careers@easystore.co,guessed pattern (verify before sending),hr@easystore.co,easystore.co,https://easystore.co/careers,
Fave,Malaysia,Kuala Lumpur / remote,careers@myfave.com,guessed pattern (verify before sending),hr@myfave.com,myfave.com,https://myfave.com/careers,
GXBank,Malaysia,Kuala Lumpur,careers@gxbank.my,guessed pattern (verify before sending),hr@gxbank.my,gxbank.my,https://gxbank.my/careers,
iPay88,Malaysia,Kuala Lumpur,careers@ipay88.com,guessed pattern (verify before sending),hr@ipay88.com,ipay88.com,https://ipay88.com/careers,
JobStreet / SEEK Asia,Malaysia,Kuala Lumpur / remote,careers@jobstreet.com,guessed pattern (verify before sending),hr@jobstreet.com,jobstreet.com,https://jobstreet.com/careers,
MoneyLion Malaysia,Malaysia,Kuala Lumpur / remote,careers@moneylion.com,company website,"hr@moneylion.com, customercare@moneylion.com, -customercare@moneylion.com",moneylion.com,https://moneylion.com/careers,
Mudah,Malaysia,Kuala Lumpur,careers@mudah.my,guessed pattern (verify before sending),hr@mudah.my,mudah.my,https://mudah.my/careers,
PitchIN,Malaysia,Kuala Lumpur,careers@pitchin.my,guessed pattern (verify before sending),hr@pitchin.my,pitchin.my,https://pitchin.my/careers,
StoreHub,Malaysia,Kuala Lumpur / remote,careers@storehub.com,guessed pattern (verify before sending),hr@storehub.com,storehub.com,https://storehub.com/careers,
Teleport,Malaysia,Kuala Lumpur / remote,careers@teleport.asia,guessed pattern (verify before sending),hr@teleport.asia,teleport.asia,https://teleport.asia/careers,
Touch 'n Go Digital,Malaysia,Kuala Lumpur,careers@tngdigital.com.my,guessed pattern (verify before sending),hr@tngdigital.com.my,tngdigital.com.my,https://tngdigital.com.my/careers,
Adevinta,Europe,Barcelona / remote,careers@adevinta.com,company website,"hr@adevinta.com, contact@adevinta.com",adevinta.com,https://adevinta.com/careers,
Adyen,Europe,Amsterdam / remote,careers@adyen.com,guessed pattern (verify before sending),hr@adyen.com,adyen.com,https://adyen.com/careers,
Aircall,Europe,Paris / remote,careers@aircall.io,company website,hr@aircall.io,aircall.io,https://aircall.io/careers,
Aiven,Europe,Helsinki / remote,careers@aiven.io,company website,"hr@aiven.io, recruitment@aiven.io",aiven.io,https://aiven.io/careers,
Ajax Systems,Europe,Kyiv / remote,careers@ajax.systems,company website,hr@ajax.systems,ajax.systems,https://ajax.systems/careers,
Alan,Europe,Paris / remote,careers@alan.com,company website,"hr@alan.com, contact@alan.com",alan.com,https://alan.com/careers,
Aleph Alpha,Europe,Heidelberg / remote,careers@aleph-alpha.com,guessed pattern (verify before sending),hr@aleph-alpha.com,aleph-alpha.com,https://aleph-alpha.com/careers,
Algolia,Europe,Paris / remote,careers@algolia.com,company website,"hr@algolia.com, partners@algolia.com, billing@algolia.com",algolia.com,https://algolia.com/careers,
Attio,Europe,London / remote,careers@attio.com,guessed pattern (verify before sending),hr@attio.com,attio.com,https://attio.com/careers,
AUTO1,Europe,Berlin / remote,careers@auto1-group.com,company website,"hr@auto1-group.com, info@auto1-group.com, ir@auto1-group.com, hr-be@auto1.com, hr-see@auto1.com, hr-dk@auto1.com, talentacquisition_hq@auto1.com, recruitment-nl@auto1.com",auto1-group.com,https://auto1-group.com/careers,
Back Market,Europe,Paris / remote,careers@backmarket.com,guessed pattern (verify before sending),hr@backmarket.com,backmarket.com,https://backmarket.com/careers,
Backbase,Europe,Amsterdam / remote,careers@backbase.com,guessed pattern (verify before sending),hr@backbase.com,backbase.com,https://backbase.com/careers,
Bird,Europe,Amsterdam / remote,careers@bird.com,company website,hr@bird.com,bird.com,https://bird.com/careers,
Bitdefender,Europe,Bucharest / remote,careers@bitdefender.com,guessed pattern (verify before sending),hr@bitdefender.com,bitdefender.com,https://bitdefender.com/careers,
Bitpanda,Europe,Vienna / remote,careers@bitpanda.com,guessed pattern (verify before sending),hr@bitpanda.com,bitpanda.com,https://bitpanda.com/careers,
