Match Score,Title,Company,Role Fit,Work Mode,Location,Location Fit,Pakistan Friendly,Matched Skills,Seniority,Experience Fit,Salary,Job Type,Posted,Source,Apply URL,HR / Recruiter Email,Email Source,Other Emails,Company Domain,Summary,Notes,Applied?,Applied On,Status,My Notes
6,Software Engineer,dbt Labs,Software Engineer,unknown,Remote,Unknown,Maybe,,unspecified,Maybe,,,,career-page,https://www.fivetran.com/careers/job?gh_jid=7778979003,,,,getdbt.com,,,,,,
6,"Systems Engineer, Integrations (Data and Systems)",dbt Labs,,unknown,Remote,Unknown,Maybe,,unspecified,Maybe,,,,career-page,https://www.fivetran.com/careers/job?gh_jid=7668146003,,,,getdbt.com,,,,,,
6,"AI Transformation Owner, CRO",GitLab,,remote,Anywhere in the World,Worldwide remote,Yes,,unspecified,Maybe,,Full-Stack Programming,,We Work Remotely,https://weworkremotely.com/remote-jobs/gitlab-ai-transformation-owner-cro,,,,gitlab.com,"Headquarters: Remote, United States GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More…",,,,,
6,Analytics Engineer,Linear,,unknown,North America,North America,Maybe,,unspecified,Maybe,,,,Ashby/Linear,https://jobs.ashbyhq.com/Linear/f272fc4a-91a7-4dcf-9cb5-3600ebaf14e1,,,,linear.app,,,,,,
6,Brand Engineer Design • Multiple locations,Lovable,,unknown,Remote,Unknown,Maybe,,unspecified,Maybe,,,,career-page,https://www.lovable.dev/careers/brand-engineer-a4e39b,,,,lovable.dev,,,,,,
6,Forward Deployed Engineer Engineering • Multiple locations,Lovable,,unknown,Remote,Unknown,Maybe,,unspecified,Maybe,,,,career-page,https://www.lovable.dev/careers/forward-deployed-engineer-7fe392,,,,lovable.dev,,,,,,
6,CNC Programmer,Mustakbil Tech,,unknown,Karachi,Unknown,Maybe,,unspecified,Maybe,,,,career-page,https://www.mustakbil.com/jobs/job/1433846,,,,mustakbil.com,,,,,,
6,Online Developer for Automated Forex Trading Strategies,Mustakbil Tech,,unknown,Karachi,Unknown,Maybe,,unspecified,Maybe,,,,career-page,https://www.mustakbil.com/jobs/job/1433874,,,,mustakbil.com,,,,,,
6,OutSystems Developer,OutSystems,,unknown,Europe,Unknown,Maybe,,unspecified,Maybe,,,,career-page,https://www.outsystems.com/community/jobs/27867/,careers@outsystems.com,company website,,outsystems.com,,,,,,
6,AI Operator,saas.group,,remote,Anywhere,Worldwide remote,Yes,,unspecified,Maybe,,Full-Time,2026-08-15,Jobicy,https://jobicy.com/jobs/150769-ai-operator,,,,saas.group,"This role is part of our Central AI Team at saas.group. What is saas.group? Think of us as the driving catalyst behind your favorite software success stories. saas.group, established in 2017, is on a mission to turbocharge promising B2B SaaS ventures, unlocking their full…",,,,,
6,Embedded Systems Engineer,Tractable,,unknown,Salt Lake City,Salt Lake City,Maybe,,unspecified,Maybe,,,,Ashby/tractable,https://jobs.ashbyhq.com/tractable/5247ca75-f4ab-401f-86fc-7791aaeadb7f,,,,tractable.ai,,,,,,
6,Technical Content Engineer,Trigger.dev,,remote,Remote or Hybrid UK,Worldwide remote,Yes,,unspecified,Maybe,,,,Ashby/triggerdev,https://jobs.ashbyhq.com/triggerdev/13151df0-d386-4121-8231-543e31439407,,,,trigger.dev,,,,,,
6,Technical Content Engineer Full-time,Trigger.dev,,remote,Remote,Worldwide remote,Yes,,unspecified,Maybe,,,,career-page,https://jobs.ashbyhq.com/triggerdev/13151df0-d386-4121-8231-543e31439407,,,,trigger.dev,,,,,,
6,"Security Software Engineer, Open Source Frameworks",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City, London, Berlin","Hybrid - San Francisco, New York City, London, Berlin",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/6117204004,,,,vercel.com,"Security Software Engineer, Open Source Frameworks Hybrid - San Francisco, New York City, London, Berlin Vercel",,,,,
6,"Software Engineer, Agent",Vercel,Software Engineer,hybrid,Hybrid - New York City,Hybrid - New York City,Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/5704320004,,,,vercel.com,"Software Engineer, Agent Hybrid - New York City Vercel",,,,,
6,"Software Engineer, AI Gateway",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City","Hybrid - San Francisco, New York City",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/5798406004,,,,vercel.com,"Software Engineer, AI Gateway Hybrid - San Francisco, New York City Vercel",,,,,
6,"Software Engineer, AI SDK",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City","Hybrid - San Francisco, New York City",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/5474915004,,,,vercel.com,"Software Engineer, AI SDK Hybrid - San Francisco, New York City Vercel",,,,,
6,"Software Engineer, CDN",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City","Hybrid - San Francisco, New York City",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/5179639004,,,,vercel.com,"Software Engineer, CDN Hybrid - San Francisco, New York City Vercel",,,,,
6,"Software Engineer, CDN Content",Vercel,Software Engineer,hybrid,Hybrid - San Francisco,Hybrid - San Francisco,Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/6105394004,,,,vercel.com,"Software Engineer, CDN Content Hybrid - San Francisco Vercel",,,,,
6,"Software Engineer, Compute",Vercel,Software Engineer,hybrid,Hybrid - London,Hybrid - London,Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/6113157004,,,,vercel.com,"Software Engineer, Compute Hybrid - London Vercel",,,,,
6,"Software Engineer, Dashboard",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City","Hybrid - San Francisco, New York City",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/5808568004,,,,vercel.com,"Software Engineer, Dashboard Hybrid - San Francisco, New York City Vercel",,,,,
6,"Software Engineer, Deployment Infrastructure",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City","Hybrid - San Francisco, New York City",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/5633880004,,,,vercel.com,"Software Engineer, Deployment Infrastructure Hybrid - San Francisco, New York City Vercel",,,,,
6,"Software Engineer, eve",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City","Hybrid - San Francisco, New York City",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/6098390004,,,,vercel.com,"Software Engineer, eve Hybrid - San Francisco, New York City Vercel",,,,,
6,"Software Engineer, Observability",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City, London","Hybrid - San Francisco, New York City, London",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/5428982004,,,,vercel.com,"Software Engineer, Observability Hybrid - San Francisco, New York City, London Vercel",,,,,
6,"Software Engineer, Workflows",Vercel,Software Engineer,hybrid,"Hybrid - San Francisco, New York City","Hybrid - San Francisco, New York City",Maybe,,unspecified,Maybe,,,2026-08-13,Greenhouse/Vercel,https://job-boards.greenhouse.io/vercel/jobs/5798416004,,,,vercel.com,"Software Engineer, Workflows Hybrid - San Francisco, New York City Vercel",,,,,
